Date,Postcode,Latitude,Longitude,Email,First Name,Last Name,Interaction,Sector
2024-04-09,L27,53.38744,-2.83758,raul.johnson@gmail.com,Raul,Johnson,Email Correspondence,Data Science
2024-09-13,W1C,51.51371,-0.14795,juan.cokley@gmail.com,Juan,Cokley,Webinar,Healthcare
2024-08-18,N11,51.61338,-0.13812,guillermo.johnson@gmail.com,Guillermo,Johnson,Workshop,Software Engineering
2024-09-18,LS23,53.90372,-1.35458,lynn.fletcher@gmail.com,Lynn,Fletcher,1-2-1 Conversation,Healthcare
2024-11-27,CH63,53.34474,-3.01101,paul.winesett@gmail.com,Paul,Winesett,1-2-1 Conversation,Education
2024-04-10,IP31,52.29023,0.82877,ronnie.wishart@gmail.com,Ronnie,Wishart,1-2-1 Conversation,Healthcare
2024-04-04,ST4,52.99468,-2.18328,thomas.gardner@gmail.com,Thomas,Gardner,Email Correspondence,Data Science
2024-11-24,NE49,54.96698,-2.45927,kimberly.morales@gmail.com,Kimberly,Morales,Networking Event,B2B Marketing
2024-10-21,SE22,51.45401,-0.07119,betty.jacobs@gmail.com,Betty,Jacobs,Networking Event,Software Engineering
2024-10-16,WA11,53.47721,-2.71879,terrie.vizcarrondo@gmail.com,Terrie,Vizcarrondo,Workshop,Software Engineering
2024-03-17,SK9,53.32723,-2.22975,jack.matlock@gmail.com,Jack,Matlock,Email Correspondence,Data Science
2024-05-03,TQ7,50.28256,-3.78278,ronald.sidney@gmail.com,Ronald,Sidney,Networking Event,Finance
2024-12-24,KA15,55.74859,-4.62596,alissa.young@gmail.com,Alissa,Young,Email Correspondence,Healthcare
2024-01-16,SY24,52.47045,-4.02302,richard.landry@gmail.com,Richard,Landry,Networking Event,Finance
2024-06-10,L31,53.51346,-2.93659,debra.berman@gmail.com,Debra,Berman,Email Correspondence,Education
2024-11-18,CV4,52.39794,-1.56492,daniel.shute@gmail.com,Daniel,Shute,Networking Event,Software Engineering
2024-09-15,EX10,50.69252,-3.24461,james.matthews@gmail.com,James,Matthews,Webinar,Data Science
2024-12-17,PA78,56.62454,-6.54449,gloria.bailey@gmail.com,Gloria,Bailey,Webinar,Software Engineering
2024-10-02,BH25,50.75173,-1.65692,timothy.smith@gmail.com,Timothy,Smith,Networking Event,Finance
2024-05-14,IV23,57.77322,-5.01018,sharon.stephens@gmail.com,Sharon,Stephens,Webinar,B2B Marketing
2024-07-01,TR27,50.18162,-5.4028,kenneth.smith@gmail.com,Kenneth,Smith,Networking Event,Education
2024-01-31,FK19,56.37057,-4.3139,justin.koester@gmail.com,Justin,Koester,Workshop,Education
2024-06-20,WR8,52.08207,-2.20287,patricia.hopkins@gmail.com,Patricia,Hopkins,Networking Event,Education
2024-06-13,FK2,56.00499,-3.75461,timothy.rogers@gmail.com,Timothy,Rogers,1-2-1 Conversation,B2B Marketing
2024-05-04,PE30,52.75978,0.41884,wendy.hawkes@gmail.com,Wendy,Hawkes,Webinar,Data Science
2024-04-05,B64,52.47244,-2.06773,charlie.williams@gmail.com,Charlie,Williams,Webinar,Education
2024-11-11,FK18,56.32448,-4.32728,donald.wansley@gmail.com,Donald,Wansley,1-2-1 Conversation,Healthcare
2024-05-04,SS13,51.57433,0.50981,joshua.keene@gmail.com,Joshua,Keene,Email Correspondence,Education
2024-03-09,AB37,57.33098,-3.35051,richard.riley@gmail.com,Richard,Riley,Workshop,Data Science
2024-09-27,KA17,55.61075,-4.28164,carolyn.diaz@gmail.com,Carolyn,Diaz,1-2-1 Conversation,Data Science
2024-04-11,ME18,51.24426,0.42301,darrel.eck@gmail.com,Darrel,Eck,Workshop,Healthcare
2024-08-29,MK12,52.05741,-0.81555,marion.richards@gmail.com,Marion,Richards,Networking Event,Software Engineering
2024-04-08,L12,53.43467,-2.89421,richard.perez@gmail.com,Richard,Perez,Networking Event,Data Science
2024-06-19,ML1,55.79943,-3.97512,elsie.hernandez@gmail.com,Elsie,Hernandez,Email Correspondence,Data Science
2024-12-26,BT31,54.27783,-5.96992,marietta.esterbrook@gmail.com,Marietta,Esterbrook,Workshop,Healthcare
2024-06-07,EH52,55.93756,-3.48256,glen.canary@gmail.com,Glen,Canary,Workshop,Healthcare
2024-03-20,KA30,55.79725,-4.86224,jody.scott@gmail.com,Jody,Scott,1-2-1 Conversation,Healthcare
2024-10-25,OX3,51.76131,-1.21458,nancy.lannon@gmail.com,Nancy,Lannon,Webinar,Healthcare
2024-06-20,YO25,54.00465,-0.41302,deborah.mathis@gmail.com,Deborah,Mathis,Webinar,Data Science
2024-10-14,UB1,51.51435,-0.37278,stephanie.harvey@gmail.com,Stephanie,Harvey,Networking Event,Data Science
2024-06-07,RM13,51.52397,0.19561,ada.willie@gmail.com,Ada,Willie,1-2-1 Conversation,Software Engineering
2024-12-16,CO14,51.84979,1.26873,pearl.maynard@gmail.com,Pearl,Maynard,Networking Event,Education
2024-06-19,HG3,54.03069,-1.61676,marianela.albanese@gmail.com,Marianela,Albanese,1-2-1 Conversation,Data Science
2024-03-16,EX13,50.78655,-3.00733,denise.helgeson@gmail.com,Denise,Helgeson,Networking Event,Software Engineering
2024-05-23,BT26,54.45201,-6.06088,jewel.smith@gmail.com,Jewel,Smith,Email Correspondence,Data Science
2024-01-05,BS32,51.54228,-2.55955,christopher.warren@gmail.com,Christopher,Warren,Webinar,B2B Marketing
2024-08-21,CV34,52.2829,-1.57924,melissa.francis@gmail.com,Melissa,Francis,Networking Event,B2B Marketing
2024-09-04,CM77,51.86224,0.52554,seth.day@gmail.com,Seth,Day,Workshop,Software Engineering
2024-11-19,IP33,52.24178,0.70848,michael.kaplan@gmail.com,Michael,Kaplan,1-2-1 Conversation,Healthcare
2024-08-28,TA12,50.97452,-2.77207,bryan.trejo@gmail.com,Bryan,Trejo,Networking Event,Education
2024-01-19,NG21,53.14069,-1.10443,curtis.flores@gmail.com,Curtis,Flores,Email Correspondence,Healthcare
2024-03-16,W12,51.50777,-0.2289,nelson.lindsey@gmail.com,Nelson,Lindsey,Webinar,Data Science
2024-08-20,PA36,56.52032,-4.77019,ronald.minton@gmail.com,Ronald,Minton,Workshop,Healthcare
2024-11-03,IV23,57.77322,-5.01018,johanna.shepard@gmail.com,Johanna,Shepard,Workshop,Data Science
2024-11-16,SM5,51.36741,-0.16679,joseph.miller@gmail.com,Joseph,Miller,Networking Event,Software Engineering
2024-08-10,SW18,51.4496,-0.18941,spencer.everly@gmail.com,Spencer,Everly,Webinar,Data Science
2024-07-06,TQ13,50.59296,-3.71817,penny.casas@gmail.com,Penny,Casas,1-2-1 Conversation,Education
2024-01-21,GU8,51.15082,-0.64014,john.bertozzi@gmail.com,John,Bertozzi,Networking Event,Education
2024-03-11,WC1X,51.52489,-0.11578,karen.serrano@gmail.com,Karen,Serrano,Webinar,B2B Marketing
2024-02-20,ME7,51.37904,0.5566,gary.lee@gmail.com,Gary,Lee,Networking Event,Data Science
2024-03-19,EX39,51.01394,-4.24557,meaghan.armstrong@gmail.com,Meaghan,Armstrong,Networking Event,Finance
2024-12-26,LE6,52.66244,-1.24141,timothy.marsh@gmail.com,Timothy,Marsh,Networking Event,Healthcare
2024-02-23,CF32,51.55992,-3.58268,nicholas.burke@gmail.com,Nicholas,Burke,Email Correspondence,Software Engineering
2024-04-18,TW13,51.43828,-0.39995,sarah.gregory@gmail.com,Sarah,Gregory,1-2-1 Conversation,Education
2024-08-10,FK20,56.4065,-4.63059,nancy.hegarty@gmail.com,Nancy,Hegarty,Email Correspondence,Finance
2024-04-17,PL30,50.49992,-4.72743,lisa.smith@gmail.com,Lisa,Smith,1-2-1 Conversation,Healthcare
2024-12-05,SG14,51.80688,-0.09098,wade.james@gmail.com,Wade,James,1-2-1 Conversation,Finance
2024-11-19,EC3P,51.52016,-0.10156,tom.singer@gmail.com,Tom,Singer,Networking Event,B2B Marketing
2024-04-29,WA15,53.38364,-2.32478,mario.donze@gmail.com,Mario,Donze,Email Correspondence,Healthcare
2024-12-03,CM5,51.72083,0.24857,manuel.roybal@gmail.com,Manuel,Roybal,Email Correspondence,Data Science
2024-02-12,DH6,54.75276,-1.46391,priscilla.karpinen@gmail.com,Priscilla,Karpinen,Webinar,Finance
2024-07-01,AB23,57.21242,-2.08776,calvin.premo@gmail.com,Calvin,Premo,Webinar,Healthcare
2024-10-29,BT82,54.82576,-7.42777,virginia.lefeber@gmail.com,Virginia,Lefeber,Email Correspondence,B2B Marketing
2024-02-04,CA20,54.40987,-3.46081,alberto.wells@gmail.com,Alberto,Wells,Workshop,Education
2024-07-27,BS8,51.45745,-2.62041,idella.taylor@gmail.com,Idella,Taylor,Email Correspondence,B2B Marketing
2024-03-19,DY1,52.51648,-2.0958,ruth.balliew@gmail.com,Ruth,Balliew,Webinar,Data Science
2024-01-02,RH11,51.11079,-0.20554,jeannette.becerra@gmail.com,Jeannette,Becerra,Networking Event,Healthcare
2024-10-28,CF15,51.53401,-3.27319,nathan.austin@gmail.com,Nathan,Austin,Webinar,B2B Marketing
2024-12-10,EN5,51.64934,-0.19447,jonathan.chapman@gmail.com,Jonathan,Chapman,1-2-1 Conversation,Finance
2024-04-28,LL32,53.26022,-3.83968,david.winters@gmail.com,David,Winters,Workshop,Data Science
2024-11-24,HP5,51.71251,-0.60744,robert.meehan@gmail.com,Robert,Meehan,Networking Event,Healthcare
2024-10-09,BL9,53.5914,-2.28557,judy.jordon@gmail.com,Judy,Jordon,Email Correspondence,Software Engineering
2024-08-26,EH9,55.9336,-3.18463,nora.jones@gmail.com,Nora,Jones,1-2-1 Conversation,Data Science
2024-04-05,BS22,51.36008,-2.92936,don.bachmeier@gmail.com,Don,Bachmeier,Webinar,Data Science
2024-03-19,GL50,51.89968,-2.07995,glenn.mart@gmail.com,Glenn,Mart,Networking Event,Education
2024-01-25,IV45,57.06714,-5.90508,michelle.martinez@gmail.com,Michelle,Martinez,Workshop,Finance
2024-09-09,WV6,52.5955,-2.18161,debra.logsdon@gmail.com,Debra,Logsdon,Webinar,Finance
2024-12-19,WR5,52.17738,-2.19891,patricia.appello@gmail.com,Patricia,Appello,Email Correspondence,Education
2024-11-14,L40,53.60227,-2.84032,walter.wilson@gmail.com,Walter,Wilson,1-2-1 Conversation,Software Engineering
2024-02-24,OX13,51.67849,-1.34765,chong.betancourt@gmail.com,Chong,Betancourt,Email Correspondence,Education
2024-05-31,CR4,51.40415,-0.15813,blake.nichols@gmail.com,Blake,Nichols,Webinar,Data Science
2024-08-18,TN36,50.92061,0.70216,russell.lewis@gmail.com,Russell,Lewis,1-2-1 Conversation,B2B Marketing
2024-09-16,IP20,52.40601,1.3215,clifton.stemm@gmail.com,Clifton,Stemm,Networking Event,Education
2024-05-10,TR2,50.25334,-4.95186,karen.crown@gmail.com,Karen,Crown,Webinar,Data Science
2024-11-17,LN9,53.21719,-0.11124,dominique.vanhoose@gmail.com,Dominique,Vanhoose,Email Correspondence,Software Engineering
2024-11-01,B78,52.60598,-1.67362,reginald.farnell@gmail.com,Reginald,Farnell,Webinar,Education
2024-03-13,KA4,55.59894,-4.38256,ruth.willis@gmail.com,Ruth,Willis,1-2-1 Conversation,B2B Marketing
2024-05-12,CV1,52.40939,-1.506,christian.edgington@gmail.com,Christian,Edgington,Webinar,Software Engineering
2024-02-21,DD8,56.6565,-2.92171,beverly.johnson@gmail.com,Beverly,Johnson,Webinar,Finance
2024-04-03,SS16,51.56201,0.4543,connie.jones@gmail.com,Connie,Jones,Networking Event,Data Science
2024-12-29,M44,53.44086,-2.42609,frank.chen@gmail.com,Frank,Chen,Workshop,Data Science
2024-04-07,CR5,51.31211,-0.13886,beatrice.norwood@gmail.com,Beatrice,Norwood,Webinar,Software Engineering
2024-03-16,CV35,52.229,-1.5944,phil.sorbo@gmail.com,Phil,Sorbo,1-2-1 Conversation,B2B Marketing
2024-03-25,NP20,51.59057,-3.0048,mark.smith@gmail.com,Mark,Smith,Email Correspondence,B2B Marketing
2024-06-14,DN35,53.55494,-0.03583,isabelle.greeno@gmail.com,Isabelle,Greeno,Email Correspondence,Finance
2024-06-17,SG7,52.00335,-0.17443,sheri.lawson@gmail.com,Sheri,Lawson,1-2-1 Conversation,B2B Marketing
2024-11-04,CA23,54.51465,-3.49236,elizabeth.thompson@gmail.com,Elizabeth,Thompson,Workshop,Software Engineering
2024-05-23,LL73,53.33511,-4.24397,jacque.ragan@gmail.com,Jacque,Ragan,Networking Event,Education
2024-11-26,HP12,51.62538,-0.77771,arletta.anderson@gmail.com,Arletta,Anderson,Workshop,Data Science
2024-12-24,G45,55.80494,-4.23074,georgeanna.bryant@gmail.com,Georgeanna,Bryant,Email Correspondence,Software Engineering
2024-01-07,DA14,51.42475,0.11316,darla.davis@gmail.com,Darla,Davis,Workshop,B2B Marketing
2024-05-31,G32,55.8484,-4.16293,edward.carter@gmail.com,Edward,Carter,Email Correspondence,Healthcare
2024-12-09,SR6,54.9348,-1.37876,wayne.trujillo@gmail.com,Wayne,Trujillo,Networking Event,Finance
2024-10-16,LE6,52.66244,-1.24141,mary.hansen@gmail.com,Mary,Hansen,Webinar,Education
2024-09-08,BD22,53.84522,-1.95288,kim.kim@gmail.com,Kim,Kim,Workshop,B2B Marketing
2024-09-02,G66,55.94024,-4.15364,karen.feeney@gmail.com,Karen,Feeney,Networking Event,Finance
2024-10-06,PA1,55.84457,-4.41674,tricia.boyd@gmail.com,Tricia,Boyd,1-2-1 Conversation,B2B Marketing
2024-07-30,DL17,54.68118,-1.54086,philip.simpson@gmail.com,Philip,Simpson,Email Correspondence,Healthcare
2024-07-12,GY9,49.57183,-2.28244,pamela.kyger@gmail.com,Pamela,Kyger,Email Correspondence,Finance
2024-02-27,KY5,56.14548,-3.29416,herbert.jones@gmail.com,Herbert,Jones,Networking Event,B2B Marketing
2024-06-02,NW11,51.57831,-0.19584,nora.kelley@gmail.com,Nora,Kelley,Workshop,Finance
2024-05-11,TR15,50.23225,-5.23669,herbert.bohanan@gmail.com,Herbert,Bohanan,1-2-1 Conversation,Software Engineering
2024-02-03,CR7,51.39517,-0.10242,douglas.stewart@gmail.com,Douglas,Stewart,Webinar,Finance
2024-09-01,RH8,51.2513,0.00344,martin.saville@gmail.com,Martin,Saville,Workshop,B2B Marketing
2024-09-02,DY11,52.38496,-2.26009,arlene.case@gmail.com,Arlene,Case,Workshop,Healthcare
2024-06-05,EC3P,51.52016,-0.10156,christopher.madero@gmail.com,Christopher,Madero,1-2-1 Conversation,B2B Marketing
2024-11-12,B36,52.50373,-1.77899,cathy.fitzpatrick@gmail.com,Cathy,Fitzpatrick,Workshop,Healthcare
2024-10-27,B66,52.49314,-1.96465,karen.hackleman@gmail.com,Karen,Hackleman,Workshop,B2B Marketing
2024-09-05,GU12,51.25167,-0.73032,dianne.ostrander@gmail.com,Dianne,Ostrander,Workshop,Data Science
2024-05-11,WF8,53.68497,-1.29887,willie.farrow@gmail.com,Willie,Farrow,1-2-1 Conversation,Finance
2024-06-19,BT77,54.42711,-7.11701,michael.king@gmail.com,Michael,King,Webinar,Software Engineering
2024-09-30,BS14,51.41278,-2.56084,susan.mason@gmail.com,Susan,Mason,Email Correspondence,Data Science
2024-08-13,WC1E,51.52065,-0.13181,kenneth.czapla@gmail.com,Kenneth,Czapla,1-2-1 Conversation,Healthcare
2024-04-16,TF5,52.7149,-2.53594,james.jones@gmail.com,James,Jones,Networking Event,Healthcare
2024-01-23,KW8,58.11611,-3.6636,cynthia.driskill@gmail.com,Cynthia,Driskill,Networking Event,Education
2024-02-10,YO16,54.09514,-0.20004,roger.smith@gmail.com,Roger,Smith,Email Correspondence,Education
2024-09-06,S5,53.42152,-1.46124,mark.easton@gmail.com,Mark,Easton,Email Correspondence,Finance
2024-12-09,LA6,54.17537,-2.61134,david.ratzlaff@gmail.com,David,Ratzlaff,Workshop,Education
2024-10-08,ME11,51.41247,0.74833,jerry.mullins@gmail.com,Jerry,Mullins,Webinar,Data Science
2024-04-27,HP16,51.70208,-0.71775,howard.goss@gmail.com,Howard,Goss,Webinar,Healthcare
2024-04-06,NR4,52.61357,1.26479,rae.bates@gmail.com,Rae,Bates,Email Correspondence,Healthcare
2024-11-15,DN10,53.42705,-0.94339,christine.ortega@gmail.com,Christine,Ortega,Workshop,Data Science
2024-11-28,B71,52.5354,-1.98968,richard.preuss@gmail.com,Richard,Preuss,Workshop,Education
2024-04-24,FY7,53.91635,-3.02629,mary.lee@gmail.com,Mary,Lee,Email Correspondence,Software Engineering
2024-04-12,BL6,53.59142,-2.53941,dave.brickell@gmail.com,Dave,Brickell,Networking Event,Finance
2024-11-11,LS14,53.82782,-1.45604,shane.santiago@gmail.com,Shane,Santiago,Networking Event,Finance
2024-09-14,NR5,52.6405,1.23427,ron.cox@gmail.com,Ron,Cox,Workshop,Education
2024-05-09,IM1,54.15048,-4.48174,jon.greer@gmail.com,Jon,Greer,Workshop,Software Engineering
2024-04-28,PA3,55.85205,-4.44757,kevin.brown@gmail.com,Kevin,Brown,1-2-1 Conversation,Data Science
2024-08-22,NP23,51.78482,-3.19615,amelia.smith@gmail.com,Amelia,Smith,1-2-1 Conversation,Software Engineering
2024-07-19,SY14,53.02924,-2.76203,joseph.glueck@gmail.com,Joseph,Glueck,1-2-1 Conversation,B2B Marketing
2024-09-07,IP11,51.97028,1.3343,christine.winburn@gmail.com,Christine,Winburn,Email Correspondence,Finance
2024-07-06,LL22,53.26827,-3.59257,francis.starr@gmail.com,Francis,Starr,Networking Event,Healthcare
2024-01-23,N12,51.61487,-0.17561,lori.lucy@gmail.com,Lori,Lucy,Networking Event,Software Engineering
2024-04-08,IP11,51.97028,1.3343,claude.soto@gmail.com,Claude,Soto,1-2-1 Conversation,Data Science
2024-06-02,GL51,51.89876,-2.10756,helen.keenum@gmail.com,Helen,Keenum,Workshop,Education
2024-08-21,NR21,52.84097,0.85257,james.ratcliff@gmail.com,James,Ratcliff,1-2-1 Conversation,Education
2024-10-20,DE6,52.99358,-1.7169,sarah.miller@gmail.com,Sarah,Miller,Workshop,Software Engineering
2024-07-22,WD7,51.68611,-0.30876,joan.johnson@gmail.com,Joan,Johnson,Email Correspondence,Software Engineering
2024-01-16,KW16,58.95963,-3.27278,don.bell@gmail.com,Don,Bell,1-2-1 Conversation,Software Engineering
2024-10-10,IV45,57.06714,-5.90508,mary.buchanan@gmail.com,Mary,Buchanan,Networking Event,Finance
2024-03-30,SE24,51.45446,-0.09853,mary.boyle@gmail.com,Mary,Boyle,Workshop,Software Engineering
2024-03-07,BT22,54.5032,-5.51886,carmen.dikes@gmail.com,Carmen,Dikes,1-2-1 Conversation,Data Science
2024-05-27,NE19,55.17901,-2.0958,linda.ally@gmail.com,Linda,Ally,Email Correspondence,Software Engineering
2024-03-14,CA6,54.99423,-2.8926,albert.mcbratney@gmail.com,Albert,Mcbratney,1-2-1 Conversation,Education
2024-12-04,M7,53.50516,-2.26086,margaret.bloxham@gmail.com,Margaret,Bloxham,Webinar,Data Science
2024-01-03,HP9,51.61035,-0.63801,earl.pettner@gmail.com,Earl,Pettner,1-2-1 Conversation,Data Science
2024-08-26,SG13,51.78673,-0.06863,lori.meath@gmail.com,Lori,Meath,1-2-1 Conversation,Data Science
2024-01-31,L30,53.48442,-2.97062,kyle.jones@gmail.com,Kyle,Jones,Webinar,Finance
2024-01-07,BS20,51.47916,-2.75176,misty.williamson@gmail.com,Misty,Williamson,Email Correspondence,Software Engineering
2024-06-13,PA28,55.43603,-5.60305,eric.garcia@gmail.com,Eric,Garcia,Workshop,Software Engineering
2024-09-13,WF15,53.70822,-1.69849,maurine.shannon@gmail.com,Maurine,Shannon,1-2-1 Conversation,Healthcare
2024-12-21,CH63,53.34474,-3.01101,inez.mora@gmail.com,Inez,Mora,Networking Event,Software Engineering
2024-10-10,BS8,51.45745,-2.62041,alexander.tapia@gmail.com,Alexander,Tapia,Networking Event,Healthcare
2024-09-22,BA21,50.95107,-2.63358,alisha.foy@gmail.com,Alisha,Foy,Workshop,B2B Marketing
2024-07-23,SL8,51.57786,-0.70682,william.carpenter@gmail.com,William,Carpenter,Email Correspondence,B2B Marketing
2024-06-16,M38,53.53167,-2.42096,ruth.breceda@gmail.com,Ruth,Breceda,Networking Event,B2B Marketing
2024-03-11,SN10,51.33589,-1.98708,barbara.brodowski@gmail.com,Barbara,Brodowski,1-2-1 Conversation,Healthcare
2024-04-06,SK2,53.3948,-2.13235,rose.maertz@gmail.com,Rose,Maertz,Webinar,Healthcare
2024-03-28,TN39,50.84602,0.45488,cesar.meeks@gmail.com,Cesar,Meeks,1-2-1 Conversation,B2B Marketing
2024-06-28,NE64,55.18437,-1.51467,julie.bogar@gmail.com,Julie,Bogar,Email Correspondence,Data Science
2024-06-30,M44,53.44086,-2.42609,james.martin@gmail.com,James,Martin,Networking Event,Data Science
2024-08-31,LL72,53.34957,-4.24023,shannon.blanchard@gmail.com,Shannon,Blanchard,Email Correspondence,Finance
2024-11-30,NG24,53.06966,-0.79841,dean.reynolds@gmail.com,Dean,Reynolds,Email Correspondence,Data Science
2024-10-16,ML2,55.77706,-3.91179,daniel.erebia@gmail.com,Daniel,Erebia,Webinar,Data Science
2024-09-14,BB7,53.87338,-2.38636,linda.masztal@gmail.com,Linda,Masztal,Networking Event,Healthcare
2024-06-09,E7,51.54678,0.02793,michele.bordelon@gmail.com,Michele,Bordelon,Email Correspondence,Software Engineering
2024-06-02,HU3,53.74148,-0.36381,ernesto.mccormick@gmail.com,Ernesto,Mccormick,Networking Event,B2B Marketing
2024-08-11,GU21,51.32006,-0.57773,michael.rudy@gmail.com,Michael,Rudy,Networking Event,Education
2024-04-01,EH52,55.93756,-3.48256,roxanna.wesley@gmail.com,Roxanna,Wesley,Networking Event,Healthcare
2024-03-01,IP27,52.4298,0.5861,robert.miller@gmail.com,Robert,Miller,Networking Event,B2B Marketing
2024-10-11,NR9,52.63574,1.10973,lydia.elliam@gmail.com,Lydia,Elliam,1-2-1 Conversation,B2B Marketing
2024-05-25,NE4,54.97361,-1.64221,rene.dean@gmail.com,Rene,Dean,Webinar,Data Science
2024-04-28,SE14,51.47511,-0.0415,rosemarie.santana@gmail.com,Rosemarie,Santana,Webinar,Healthcare
2024-04-05,LS17,53.85958,-1.52709,linette.jourdan@gmail.com,Linette,Jourdan,Networking Event,B2B Marketing
2024-08-10,PO6,50.84564,-1.06811,ciera.elam@gmail.com,Ciera,Elam,Email Correspondence,Data Science
2024-07-05,BD16,53.84871,-1.83278,james.acevedo@gmail.com,James,Acevedo,Workshop,Software Engineering
2024-12-10,HR4,52.08784,-2.76632,gregory.harris@gmail.com,Gregory,Harris,Networking Event,B2B Marketing
2024-05-23,CH5,53.20424,-3.04064,jillian.carman@gmail.com,Jillian,Carman,Webinar,Finance
2024-08-11,KA24,55.70981,-4.71412,robert.doran@gmail.com,Robert,Doran,Webinar,Healthcare
2024-07-18,SW14,51.46514,-0.26511,virginia.gard@gmail.com,Virginia,Gard,Webinar,Education
2024-12-29,G71,55.8221,-4.07206,james.clark@gmail.com,James,Clark,Email Correspondence,Finance
2024-05-23,PE22,53.04826,0.0455,glenn.harten@gmail.com,Glenn,Harten,1-2-1 Conversation,B2B Marketing
2024-08-20,B17,52.46077,-1.96026,jerry.fernandez@gmail.com,Jerry,Fernandez,Workshop,Software Engineering
2024-11-09,PA17,55.86512,-4.88162,connie.smith@gmail.com,Connie,Smith,Webinar,Software Engineering
2024-10-01,TW10,51.44949,-0.30168,stacey.newsome@gmail.com,Stacey,Newsome,Webinar,Data Science
2024-02-11,M30,53.48424,-2.35418,jason.olson@gmail.com,Jason,Olson,Webinar,Healthcare
2024-01-08,HU19,53.72277,0.03566,alyce.tarlton@gmail.com,Alyce,Tarlton,1-2-1 Conversation,Finance
2024-11-26,DN32,53.56266,-0.06869,kathryn.adams@gmail.com,Kathryn,Adams,Webinar,B2B Marketing
2024-08-25,NE29,55.0116,-1.46359,garth.davis@gmail.com,Garth,Davis,Networking Event,Finance
2024-01-11,IP33,52.24178,0.70848,laverne.acosta@gmail.com,Laverne,Acosta,Email Correspondence,Data Science
2024-05-01,SK11,53.24646,-2.14238,irene.brock@gmail.com,Irene,Brock,Workshop,B2B Marketing
2024-01-02,NE42,54.96237,-1.85474,steven.germain@gmail.com,Steven,Germain,1-2-1 Conversation,Education
2024-11-12,ME16,51.27414,0.49915,caitlyn.roberson@gmail.com,Caitlyn,Roberson,Webinar,Education
2024-12-20,G45,55.80494,-4.23074,lily.mccabe@gmail.com,Lily,Mccabe,1-2-1 Conversation,Data Science
2024-12-29,PE37,52.64414,0.69336,jeffrey.maldonado@gmail.com,Jeffrey,Maldonado,Workshop,Education
2024-12-08,PA77,56.49469,-6.8835,dominic.raleigh@gmail.com,Dominic,Raleigh,1-2-1 Conversation,Finance
2024-06-05,HS7,57.44703,-7.33888,efrain.rayfield@gmail.com,Efrain,Rayfield,Workshop,Data Science
2024-11-19,N13,51.6191,-0.10176,maria.hall@gmail.com,Maria,Hall,Workshop,Healthcare
2024-11-05,KA21,55.64176,-4.78253,ashley.mitchell@gmail.com,Ashley,Mitchell,Email Correspondence,Software Engineering
2024-08-15,KT4,51.37757,-0.24255,dorothy.landrus@gmail.com,Dorothy,Landrus,1-2-1 Conversation,Healthcare
2024-11-01,SL8,51.57786,-0.70682,florence.webster@gmail.com,Florence,Webster,Email Correspondence,B2B Marketing
2024-03-03,EH29,55.95652,-3.39838,terrell.baumgardner@gmail.com,Terrell,Baumgardner,Webinar,Software Engineering
2024-02-01,S25,53.36891,-1.21389,lauren.nakagawa@gmail.com,Lauren,Nakagawa,Workshop,Data Science
2024-05-26,CV34,52.2829,-1.57924,jade.spruill@gmail.com,Jade,Spruill,Webinar,Finance
2024-07-14,G74,55.76912,-4.17289,albert.buck@gmail.com,Albert,Buck,Workshop,Healthcare
2024-02-03,YO7,54.2237,-1.3496,mabel.alliston@gmail.com,Mabel,Alliston,Email Correspondence,Healthcare
2024-10-31,CT7,51.37122,1.30062,john.jenkins@gmail.com,John,Jenkins,Email Correspondence,Software Engineering
2024-09-08,FK3,56.01087,-3.71958,ryan.plunkett@gmail.com,Ryan,Plunkett,Email Correspondence,Data Science
2024-03-20,HU18,53.90944,-0.16692,wilma.vanwassenhove@gmail.com,Wilma,Vanwassenhove,Workshop,B2B Marketing
2024-01-13,WC1,51.52139,-0.12169,kevin.andress@gmail.com,Kevin,Andress,1-2-1 Conversation,Healthcare
2024-03-13,ME12,51.42282,0.80507,wade.capo@gmail.com,Wade,Capo,Webinar,Healthcare
2024-02-05,CT12,51.34216,1.37322,joe.dejesus@gmail.com,Joe,Dejesus,Email Correspondence,Data Science
2024-02-08,N9,51.62825,-0.05659,patricia.henry@gmail.com,Patricia,Henry,Email Correspondence,Education
2024-10-05,NW11,51.57831,-0.19584,alisha.lee@gmail.com,Alisha,Lee,1-2-1 Conversation,Finance
2024-07-31,CF39,51.60153,-3.42382,mattie.naquin@gmail.com,Mattie,Naquin,Webinar,Healthcare
2024-09-07,DD8,56.6565,-2.92171,alberto.morado@gmail.com,Alberto,Morado,Workshop,Healthcare
2024-05-11,IP27,52.4298,0.5861,arthur.mccarty@gmail.com,Arthur,Mccarty,1-2-1 Conversation,B2B Marketing
2024-02-10,PA72,56.51761,-5.96381,david.briones@gmail.com,David,Briones,Workshop,Data Science
2024-01-09,DE5,53.04456,-1.4018,troy.sanchez@gmail.com,Troy,Sanchez,Webinar,Education
2024-01-21,SY15,52.55518,-3.12995,andrew.hernandez@gmail.com,Andrew,Hernandez,1-2-1 Conversation,Software Engineering
2024-01-09,B38,52.39962,-1.93385,carol.cuff@gmail.com,Carol,Cuff,Networking Event,Finance
2024-03-10,NG11,52.89934,-1.17335,winston.delmont@gmail.com,Winston,Delmont,1-2-1 Conversation,B2B Marketing
